id,course_name,instructor,course_description,course_duration,level,discount_price,original_price
4940,"Rocking DevOps with Jenkins, Kubernetes, Ansible",Rajdeep Saha | Cloud Architect @Fortune10 Company,"Master DevOps with Jenkins CI/CD Pipelines using Git, Ansible, Docker, Kubernetes, DevSecOps, with interview guide",9,All Levels,1439.955,0
1245,U&P AI - Natural Language Processing (NLP) with Python,Abdulhadi Darwish,"Become an NLP Engineer by creating real projects using Python, semantic search, text mining and search engines!",6,Beginner,899.955,1034.955
3970,Build Realtime Twitter and Fiverr with Node.js + Stripe,Arash Yahya,Start with MVP then Real-time Twitter and finally Fiverr website,9,All Levels,1214.955,1439.955
1941,The Mac Terminal Course for Beginners,Francesco Santi,"Learn the Mac Terminal From Total Beginner to writing your first Script, with real world exercises solved in details",4,Beginner,1034.955,2924.955
4148,Master Tkinter By Building 5 Fully Functioning Apps,Mohammad Mahjoub,This course is​ all ​you need to became a master Tkinter​ developer.,5,All Levels,1214.955,5849.955
2272,React Hooks Tutorial - Master React Hooks Development,David Joseph Katz,"Master React Hooks the right way. Learn what they are, how they work under the hood, and why they're so revolutionary!",6,Intermediate,1034.955,5399.955
1309,C# Advanced Topics - The Next Logical Step,Tod Vachev,"Learn advanced topics of the C# language like LINQ, Lambda, Extension Methods, Generics, Delegates, Events and more!",3,Intermediate,1214.955,5849.955
873,Learn Bootstrap By Building Projects - Includes Bootstrap 4,"Eduonix Learning Solutions, Eduonix-Tech .",Master Responsive Web Development Using Bootstrap 3 and Bootstrap 4 While Building Real Life projects,31,All Levels,1214.955,1574.955
3572,Angular Architecture. How to Build Scalable Web Applications,Danil Chigirev,"Build a scalable and maintainable applications with Angular 9 (NgRx, Firebase, SCSS, Angular Material)",7,Intermediate,1439.955,6299.955
1069,Jetpack Compose Crash course for Android with Kotlin,Catalin Ghita,"Modern Android apps with Jetpack Compose and  integrations: MVVM, Coroutines, ViewModel, LiveData, Retrofit, Navigation",11,All Levels,1439.955,3284.955
826,"Ensemble Machine Learning in Python: Random Forest, AdaBoost","Lazy Programmer Team, Lazy Programmer Inc.","Ensemble Methods: Boosting, Bagging, Boostrap, and Statistical Machine Learning for Data Science in Python",5,All Levels,1439.955,0
2599,MySQL Database Training for Beginners,Simon Sez IT,Learn MySQL and Take Your Web Development to the Next Level.,5,Intermediate,1214.955,2699.955
2676,Advanced iOS & Firebase: Rideshare,Devslopes by Mark Wahlbeck,Learn advanced iOS & Firebase by building your very own full stack Uber clone App,16,Intermediate,1214.955,5849.955
3600,Build Application for Google Assistant,Ved Prakash Suman,Development of application for Google Assistant,30,Beginner,1214.955,2159.955
406,Automated Software Testing with Python,"Jose Salvatierra, Teclado by Jose Salvatierra","Learn about automated software testing with Python, BDD, Selenium WebDriver, and Postman, focusing on web applications",13,Intermediate,1214.955,3599.955
1512,Automated Software Testing with TestCafe,Kaniel Outis,"Learn great alternative to Cypress & Playwright - Web Automation, Performance Testing, CodeceptJS, Jenkins, Percy & more",9,All Levels,899.955,1034.955
1412,FastAPI - The Complete Course 2023 (Beginner + Advanced),Eric Roby,"Dive in and learn FastAPI from scratch! Learn FastAPI, RESTful APIs using Python, SQLAlchemy, OAuth, JWT and way more!",17,All Levels,1214.955,3059.955
450,"Docker - Introducing Docker Essentials, Containers, and more",David Joseph Katz,"Updated for 2022-23: Create Docker containers & multi-container applications. Learn Compose, Networking, Swarm, & more!",9,All Levels,1214.955,6299.955
1235,ChatBots: How to Make a Facebook Messenger Chat Bot in 1hr,Stefan Speaks,We will Create a Parrot Bot Together! This course is a Step by Step Guide in Building a Chat Bot for Facebook Messenger,2,Beginner,899.955,1034.955
3014,2020 learning python3.8 from beginner to the master,攀 童,"If you to become a Python 3 Developer , Learn Web Development, Machine Learning ,this course is right for you.",6,Intermediate,1034.955,5399.955
1579,The Complete Java Game Development Course for 2022,"Martin Yanev, Plamen Yanev",Develop Java games from scratch: From Beginner to Expert,8,All Levels,1214.955,5849.955
3881,Java for Swing (GUI) Development,Saran V Balachandar,Learn to program in Java AND build desktop applications using it’s Swing (GUI) framework.,5,All Levels,1214.955,6299.955
3036,Introduction to HTML Complete Beginner to Expert Course,Laurence Svekis,Learn how to code in HTML from scratch.  Perfect for beginners and anyone who wants to learn HTML,3,Beginner,1214.955,5849.955
4079,Python 3 Masterclass step by step with coding exercises.,Shibaji Paul,Learn Python 3 from basics to advance level-hands on with Coding Exercises-become a Python pro in a week.,17,All Levels,1034.955,5399.955
1650,AJAX Development,"Dollar Design School, Mark Lassoff","Create Elegant, Powerful Web and Mobile Applications Using AJAX.",3,All Levels,899.955,1034.955
165,"DevOps: CI/CD with Jenkins pipelines, Maven, Gradle","TetraNoodle Team, Manuj Aggarwal","Build continuous integration, continuous delivery and DevOps pipelines with Java, Gradle, Maven, Artifactory & Sqitch.",3,All Levels,1439.955,6299.955
1155,Complete Modern JavaScript Firebase BootCamp the beginner,Kim Chen,"Master JavaScript and Firebase Firestore with Pure JavaScript！JavaScript ES6+, OOP, AJAX",6,Beginner,1034.955,5399.955
816,How to Create A Website: An HTML Tutorial and CSS Tutorial,Todd McLeod,Learn How To Make Websites - HTML - CSS - Flexbox - Transitions - Animations - SVGs - The Box Model - CSS Specificity,32,All Levels,1214.955,2159.955
3107,SQL Programming and MySQL,Uplatz Training,"Learn SQL Programming with MySQL Database from scratch. SQL Commands, Functions, Expressions, Joins, Procedures, Views.",8,All Levels,1214.955,5849.955
4199,Let Us PIC: A Datasheet Approach for  PIC Microcontroller,SWADESHEE Parinati,Complete course using datasheet approach for 8-bit PIC MCU,7,All Levels,1034.955,2159.955
958,"Data Manipulation in Python: Master Python, Numpy & Pandas",Meta Brains,"Learn Python, NumPy & Pandas for Data Science: Master essential data manipulation for data science in python",4,Beginner,1034.955,2159.955
1743,Build a Stock Market Web App With Python and Django,John Elder,Learn Database Driven Web Development With Django and Python!,4,Beginner,1214.955,5849.955
3103,90 Minute Contact Manager in FileMaker Pro,John Mark Osborne,Create a Contact Manager in FileMaker Pro 15 in approximately 1 Hour,2,Beginner,1034.955,0
3242,Easy WPF in C# Windows Presentation Foundation for Beginners,Musavi Abdullah,"Easily Learn WPF in C#  to Design Real Apps , MVVM , SQL in WPF for beginners  , XAML & Windows Presentation Foundation",64,Beginner,899.955,1034.955
4637,Laravel & Realtime: Build Several Realtime Apps with Laravel,"JuanD MeGon, ProgramarYa By JuanDMeGon","Build realtime notifications, games, chat rooms, and more realtime applications with Laravel and Websockets.",5,Intermediate,1439.955,2474.955
1739,Master Artificial Intelligence 2022 : Build 6 AI Projects,Data Is Good Academy,Learn Artificial Intelligence with Python. Create Advanced Artificial Intelligence (AI) Applications with Python,21,All Levels,899.955,1034.955
396,Python Complete Masterclass for Beginners,"Mihai Catalin Teodosiu, EpicPython Academy","Learn Python including Excel/Database/Test/Network Automation, Data Analysis, Web Development, REST APIs, GraphQL & more",30,Beginner,899.955,1034.955
726,Docker - Hands On for Java Developers,"Richard Chesterwood, Virtual Pair Programmers","Get real world, hands-on experience with Docker - deploy a Java Microservice Architecture using Docker and Docker Swarm",8,All Levels,1034.955,1214.955
3862,React Native bootcamp - Build an Instagram Clone w/Firebase,"Antoni Skup, Passive Income Gen Z","Understand React Native with Redux, Firebase, Firestore, Firebase Storage, and React Navigation and hybrid Social Media",12,All Levels,1034.955,2924.955
1790,Python and Django Full-Stack  Web Development for beginners,Bluelime Learning Solutions,"Build web projects with HTML, CSS,BOOTSTRAP,JavaScript,Python ,Django,PostgreSQL",34,Beginner,1214.955,6299.955
3561,Statistics Masterclass for Data Science and Data Analytics,Vijay Gadhave,"Build a Solid Foundation of Statistics for Data Science, Learn Probability, Distributions, Hypothesis Testing, and More!",5,All Levels,1214.955,6299.955
2448,"Data Lake, Firehose, Glue, Athena, S3 and AWS SDK for .NET",Darren Cox,"Leverage AWS Kinesis Data Firehose, AWS Glue, S3, Athena and the AWS SDK to build a Data Lake.",2,All Levels,899.955,1034.955
1424,Java Spring Security,Trevor Page,Java Spring Security allows you to add a layer of security to your Java web applications.,3,Intermediate,899.955,1034.955
2903,Administering Microsoft SQL Server 2012 Databases - 70-462,Compaq learning,Learn how to build and use databases in SQL Server platform,5,All Levels,1034.955,2384.955
84,Alteryx Bootcamp,Hendrik Kleine,Learn Alteryx in as little as 4 hours with this Bestselling Alteryx Course (+90 minutes of advanced bonus content),6,Beginner,1214.955,2699.955
4634,Unreal Engine 5 Blueprints: Multiplayer 2D RPG Platformer,Pixel Helmet,Learn how to make a 2D game using Unreal Blueprints. Create and play multiplayer!,16,All Levels,1034.955,3059.955
3553,Master CI/CD for React Native,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",Learn Continuous Integration and Continuous Deployment / Delivery to  increase your employability in 2019 and beyond!,8,All Levels,1439.955,3239.955
727,Angular Core Deep Dive - Beginner to Advanced (Angular 14),Angular University,Updated to Angular 14: Learn all the Advanced Features of the Angular Core and Common modules,9,All Levels,1214.955,2924.955
1969,Unit Testing AngularJS: Build Bugfree Apps That Always Work!,Matthias Kentzia,"Learn how to use Karma, Jasmine and Istanbul to quickly set up automated unit tests for your AngularJS applications",2,All Levels,1034.955,1214.955
1981,Starting with Quarkus,Antonio Goncalves,Start using Quarkus: the Supersonic Subatomic Java toolkit,3,Beginner,1214.955,1574.955
2210,Android Firebase Firestore - Masterclass - Build a Shop App,"Denis Panjuta, Tutorials.eu by Denis Panjuta","Build A Complete Android E-Commerce App From Scratch, Using Google Firebase Firestore - NoSQL Database",18,Intermediate,1214.955,5849.955
2637,JavaScript for beginners - Quick JavaScript Fundamentals,Laurence Svekis,Learn the core fundamental concepts of JavaScript and how to start using JavaScript within web pages,2,Beginner,1034.955,3239.955
2853,NestJs in Practice (with MongoDB),Angular University,It's like Angular but for the backend! Build a modern REST backend with Typescript and the familiar Angular API,4,All Levels,1439.955,2924.955
3896,Learn Mobile App Development with .NET MAUI,Asfend Yar Hamid,Build Native Cross Platforms Real World Mobile Applications with .NET MAUI,4,All Levels,1034.955,3239.955
790,"Kids Coding - Introduction to HTML, CSS and JavaScript!","John Bura, Mammoth Interactive",Your kid could be the next Zuckerberg!,7,Beginner,1439.955,6299.955
4618,Learn How to Make Trading Card Game Menus With Unity 3D,"Sandor Kiss, Vladimir Limarchenko",A full guide on menus and collection management in trading card games with Unity 3D.,7,All Levels,1034.955,5399.955
4387,Complete Python Beginner To Developer Course: Build Projects,Abdeldjalil BENHARKAT,Complete Python 3 Programming Course For Beginners To Become Real Life Python Developers | Python Tutorials + 6 Projects,29,Beginner,1034.955,5399.955
1468,"Build Your Startup with No Coding (Design, Develop & Ship)",Team Copilot,"Learn to design, structure, and deploy a SaaS startup with Bubble.",8,All Levels,1214.955,1439.955
3320,Unit testing for Go developers,Vinicius Oliveira Silva,Learn how to test your Go code with real world examples,2,Intermediate,899.955,1034.955
2128,Android Studio Masterclass: Conquer the Android IDE,Kurt Anderson,Android Studio Masterclass: Learn Android Studio from Top to Bottom and Become a Better Android Developer!,3,All Levels,1214.955,1889.955
953,Data Manipulation in Python: A Pandas Crash Course,Samuel Hinton,"Learn how to use Python and Pandas for data analysis and data manipulation. Transform, clean and merge data with Python.",9,Beginner,1214.955,5849.955
1487,"React practice course, learn by practicing",Coding Revolution,"Including three full practice project, a landing page, a Firebase project and a fullstack with Mongo DB and Node.",82,All Levels,899.955,1034.955
984,Cutting-Edge AI: Deep Reinforcement Learning in Python,Lazy Programmer Inc.,"Apply deep learning to artificial intelligence and reinforcement learning using evolution strategies, A2C, and DDPG",8,Expert,1034.955,5399.955
4456,SQL–MySQL Master Bootcamp | Beginner-Expert (2023 Edition),"Donatus Obomighie | PhD, MSc, PMP",SQL for Data Analytics / Database Management / Business Intelligence & Analysis / SQL Report / SQL with Python & Tabluea,20,All Levels,1214.955,5849.955
3102,Redux with React JS: Learn Redux with Modern React JS,Oak Academy,"Learn Redux, React Router and React Portals with my ReactJS Redux course. Master with Redux and create React app",3,Intermediate,1034.955,5399.955
378,Learn JavaScript: Full-Stack from Scratch,Brad Schiff,"Understand the JavaScript language itself, Node.js, MongoDB, The Web Browser and More To Create Meaningful Applications",28,All Levels,1214.955,5849.955
3886,Email Marketing: Send Unlimited Emails via Own Mail Server,Dhiraj Rahul,Learn to create your own mail server & start sending unlimited emails for your unlimited websites,1,Beginner,1214.955,1574.955
295,Accelerated JavaScript Training,Maximilian Schwarzmüller,"Take a deep dive into JavaScript, a Must-Know Language in Web Development, with a Hands-on, Example-driven Approach",7,All Levels,1214.955,3284.955
284,"Deep Learning and Computer Vision A-Z™: OpenCV, SSD & GANs","Hadelin de Ponteves, Kirill Eremenko, Ligency I Team, Ligency Team",Become a Wizard of all the latest Computer Vision tools that exist out there. Detect anything and create powerful apps.,11,All Levels,1574.955,7649.955
2752,Practical Software Testing 2022-Manual+JIRA+API+DB+Selenium,"Testing World Infotech, Testing Solution, Testing World",Practical Manual Testing | Bug Reporting and Task Management with JIRA | Database Testing | Selenium with Python,97,Intermediate,1214.955,2609.955
257,DP-900 Azure Data Fundamentals Exam Prep In One Day AUG 2022,"Scott Duffy  • 800.000+ Students, Software Architect.ca",Learn the basics of Azure database services and get certified with this complete DP-900 course!,3,Beginner,1214.955,1439.955
4455,Dart - from Novice to Expert Complete Course,Tiberiu Potec,"Visualize, Understand, Learn & Practice absolutely every concept of Dart - the underlying language of Flutter Framework",8,All Levels,1439.955,3824.955
2809,Make 20 Advanced Level Applications in Python,Python School,Learn to make real time Applications in Python using Machine Learning Models and Advance Level concepts.,24,Intermediate,1214.955,3374.955
4451,Natural Language Processing (NLP) with Python and NLTK,CARLOS QUIROS,"Practical Approach : Collecting and Preprocessing text data, Data Visualization, Model Building and NLP Apps",7,Beginner,899.955,1034.955
3659,Learn Oracle SQL,Sam Dhanasekaran,Your first step to become an Oracle SQL Developer,2,All Levels,899.955,1034.955
3195,The Comple JavaScript From Beginner To Advanced,XEO Learning,Start learning JavaScript today and join the biggest programming community in the world!,4,All Levels,1034.955,3599.955
1687,Adobe Experience Manager 6.3 | The Complete AEM Masterclass,Jasvinder Singh Bhatia,"Build We.Learn AEM Website. Learn Templates, Components, Dispatcher, HTL/Sightly, ClientLibs, Sling, OSGi, list goes on!",6,All Levels,899.955,1034.955
306,The Complete ServiceNow Developer Course,"Mark Miller, Singa Code",Learn how to develop on the ServiceNow platform!,8,Intermediate,1214.955,5849.955
1132,WebdriverIO Bootcamp - [COMPLETELY UPDATED IN JUNE 2022],Gianni Bruno,Automation testing with the WebdriverIO next-generation framework using JavaScript & Node.js,32,All Levels,899.955,1034.955
4420,"FullStack Web Development with ReactJS, ReactNative, Angular",Oak Academy,"Full Stack Web Development with React JS, React Native, Angular, NodeJS, MongoDB and Learn Mobile App Development",31,All Levels,1214.955,6299.955
3391,React JS Notes App & Crash Course,Dennis Ivy,Learn React while building a cool notes application,2,Beginner,899.955,1034.955
4573,XML For Absolute Beginners: Learn to create your own tags,Bluelime Learning Solutions,XML is a popular standard for exchanging data between applications and organisations,2,Beginner,1214.955,2699.955
1148,MongoDB with Java Spring Boot & Spring Framework,Infybuzz Learning,MongoDB (NoSQL) With Spring Boot using Spring Data. Learn to deploy Spring Boot App to Pivotal Cloud Foundry with mLab,4,Beginner,1214.955,1439.955
2568,Intro To SQLite Databases for Python Programming,John Elder,Learn Sqlite Database With Python The Fast and Easy Way!,1,Beginner,1034.955,5399.955
1476,"Clean Code with Java: Learn Simple Design, Refactoring & TDD",in28Minutes Official,"Write Clean Code with Java. Learn Simple Design, Refactoring and Test Driven Development - TDD.",4,All Levels,1214.955,5849.955
2302,Functional Programming using C++,Tobias Hermann,Write more robust and easier to maintain C++ code than ever before.,1,Intermediate,1034.955,1214.955
3583,The Complete PowerShell 6.x Masterclass: 3-in-1,Packt Publishing,Enhance your skills with PowerShell 6 to administer and automate your systems effectively,9,Beginner,1034.955,5399.955
2687,SOLID principles & Design Patterns for Java programmers,"Domingo Sebastian, Jane Leitch",Create well-designed code and clean architectures for object oriented languages with focus on concepts from the GoF,3,All Levels,1214.955,2609.955
3943,Object-Oriented Software Engineering with Java,Anis Koubaa,Mastering Object Oriented Programming with Java,6,Intermediate,1034.955,5399.955
4652,Machine Learning and Deep Learning using Tensor Flow & Keras,"Dr Aashish Dikshit, PHD(Founder of Lakshmish academy)",A-Z Course for Google's Deep Learning Framework - TensorFlow with Python! Learn to use functions and apply Codes.,11,All Levels,899.955,1034.955
100,Learn C++ Programming -Beginner to Advance- Deep Dive in C++,Abdul Bari,"Classroom and Hands-on sessions- Features of C++ 11 , Exception Handling and STL -  for Both Academics and Industry",30,All Levels,1214.955,5849.955
1432,Master Apache Spark - Hands On!,"Imtiaz Ahmad, Job Ready Programmer Inc.",Learn how to slice and dice data using the next generation big data platform - Apache Spark!,7,All Levels,1214.955,3239.955
3072,Learn to Write Unity Compute Shaders,"Penny de Byl, Nicholas Lever, Penny @Holistic3D.com",Harness the power of the GPU,6,Intermediate,1214.955,3239.955
884,Complete Linux Bootcamp for Beginners,EDUmobile Academy,"Learn Linux Shell Programming with Bash, GREP and SED for Beginners",4,All Levels,1214.955,5849.955
2188,HTTP to HTTPS - Secure your Website with SSL for Free,Andrew Williams,"Fix connection ""Not Secure"" warning in Google Chrome.  A complete guide to installing a free SSL certificate.",2,All Levels,1034.955,3059.955
4532,A Sip of Java,"Nate Dessert, Derrick Mitchell",Learn the core features of Java in the time it takes to finish a coffee.,4,Beginner,1214.955,1439.955
2636,JavaScript 2017: Become Top Rated Web Developer,AS Learning,Start learning JavaScript today to build websites in professional way!,3,All Levels,1214.955,3284.955
2548,Python Fundamentals,Sanjin Dedic,Probably the best Python Beginner course on the internet,6,Beginner,1034.955,3239.955
3947,"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",Eding Muhamad Saprudin,"Learn how to build Real Life Projects with Laravel 5.2 PHP Framework, Bootstrap and jQuery AJAX",5,All Levels,1214.955,3239.955
364,Testing Angular 4 (previously Angular 2) Apps with Jasmine,Mosh Hamedani,Learn to write unit and integration tests for your Angular apps and deploy them with confidence,2,Intermediate,1439.955,3239.955
3672,"The Road To Dynamic Programming: Java, JavaScript, & Python",Hadi youness,"Recursion, Memoization, and Tabulation in Dynamic Programming",5,All Levels,1214.955,1439.955
3574,Automated Multiple Face Recognition AI Using Python,"Nishit Maru, Three Millennials","Learn about OpenCv Basics, Face Recognition in an image, Automation of Face Recognition System using User Inputs",2,All Levels,1034.955,5399.955
3185,Tailwind CSS : A Modern Way To Build Websites Using CSS,Ashutosh Pawar,Learn Tailwind by building a fully responsive real estate portal & interactive dashboard. Become a TailwindCSS expert,6,All Levels,1214.955,5849.955
3971,Learn to create a 2D Action Roguelike Game in Unity 2022,Gianny Dantas,Game & AI Development. Learn how to create your first topdown game in Unity with C#,17,Intermediate,1214.955,3239.955
4748,Complete Performance testing package- LoadRunner & Jmeter,Automation World,"Performance testing using LoadRunner( LR )  and Jmeter, Advance Practical Scenario, Realtime Examples",10,All Levels,1034.955,1214.955
3560,Firebase Firestore for iOS,Devslopes by Mark Wahlbeck,"Learn all about the brand new Firestore, a NoSQL document based technology",6,Beginner,1214.955,3239.955
4937,Unity 2019 Make an intermediate 3d survival game,Sunny Valley Studio,"Create a 3d game with URP from scratch in a low poly style with inventory, crafting and save systems.",26,Intermediate,1034.955,0
556,Learn Parallel Programming with C# and .NET,Dmitri Nesteruk,Discover the core multithreading and parallelization concepts supported by the .NET framework.,5,Intermediate,1214.955,2159.955
3216,Learn Plugin Development in WordPress By Building  Projects,"Eduonix Learning Solutions, Eduonix-Tech .",Learn the Art and Science of WordPress Plugin Development,11,All Levels,1214.955,2384.955
2638,"Windows Service Programming, Debugging, Installing in C#.Net",Naeem Akram,"Create Windows Services on in C# .Net and Visual Studio, Windows service debugging techniques",1,All Levels,899.955,1034.955
551,ChatBots: Messenger ChatBot - DialogFlow and nodejs,Jana Bergant,Use DialogFlow to train chatbot to have dialogs. Develop backend app to connect chatbot to web services and databases,9,All Levels,1214.955,4499.955
3349,Complete iOS Bootcamp - Swift & Objective-C,Amir J,"Beginner to Advanced iPhone / iPad App Development with Swift, Objective-C and Xcode.",36,All Levels,1214.955,6299.955
885,Complete Python Programming-Python Basics to Advanced Python,Muhammad Hamza AbdulRehman,Learn Python programming Python functions Python loops Python files Python DB Python OOP Python regex Python GUI game,7,All Levels,1439.955,7199.955
2598,Getting Started with Azure Functions,Packt Publishing,Utilize Serverless Architecture to Build Scalable Cloud System.,5,Intermediate,1214.955,3509.955
2535,Advanced Web Scraping with Python using Scrapy & Splash,Ahmed Rafik,The most advanced web scraping & crawling course using Scrapy & Splash! Take your web scraping skills to the next level.,5,Expert,1034.955,1214.955
4425,A to Z (NLP) Machine Learning Model building and Deployment.,Mohammed Rijwan,"Python, Docker, Flask, GitLab, Jenkins tools and technology used for deploy model in your Local server. A complete Guide",4,Intermediate,1214.955,2384.955
3479,Creating A Chip-8 Emulator In C,Daniel McCarthy,Learn to create an emulator for a 1970s machine!,5,Intermediate,1214.955,3239.955
53,iOS 11 & Swift 4 - The Complete iOS App Development Bootcamp,Dr. Angela Yu,Learn iOS 11 App Development From Beginning to End. Using Xcode 9 and Swift 4. Includes Full ARKit and CoreML Modules!,49,All Levels,1214.955,5849.955
3214,Unreal Engine 5 (UE5): Blueprints for Beginners,Pixel Helmet,Learn the fundamentals of Unreal Engine 5 Blueprints. Code a small platformer game!,7,Beginner,1214.955,2834.955
1973,Complete C# Programming Course – Beginner to Expert,Robert Gioia,"Learn Professional C# Coding! 27 Hours of Content, 7 Hands-On Projects, 2 Unity 3D Games, 16 Coding Exercises, and more!",26,All Levels,1439.955,2789.955
1796,ASP.NET CORE MVC | Build a Complete eCommerce App,Ervis Trupja,Learn to build fast and secure eCommerce application with ASP.NET MVC and Entity Framework Core,11,All Levels,1439.955,3374.955
2549,Python GUI : From A-to-Z With 2 Final Projects,python code,Learn Python from scratch & build a Python programs using the Tkinter Module !,3,All Levels,1034.955,1439.955
1881,React js. From the beginning. w/ Redux and React Router,Robert Bunch,"Learn React from the beginning! Including React Router, redux, hooks, context, front-end Stripe & a big project",26,Beginner,1034.955,2384.955
856,Git for Geeks: Quick Git Training for Developers,Jason Taylor,Learn the core features of Git in less time for experienced software engineers new to Git,3,Intermediate,1214.955,2159.955
509,Data Visualization with Python for Beginners,Maximilian Schallwig,Learn how to start visualizing all your data directly in your code,9,Beginner,1034.955,1574.955
3228,"HP UFT Online Training, HP QTP Online Course, free videos",H2K Infosys,Foundation course for beginners to start working on automation testing tool HP UFT Unified functional testing,4,Intermediate,899.955,1034.955
684,Data Science Career Guide - Interview Preparation,Jose Portilla,Prepare for your Data Science Interview with this full guide on a career in Data Science including practice questions!,4,All Levels,1214.955,5849.955
4769,"Full Stack Development with Java, MS SQL, Spring, Hibernate",Oak Academy,"All aspects of Web Development with Java, MS SQL, Spring and Spring Hibernate for anyone who wants to start from scratch",21,All Levels,1034.955,5399.955
4222,Machine Learning Using Google Colab & AutoML (Google Vertex),SeaportAi .,AutoML Google Vertex | Python | Supervised & Unsupervised Algorithms | Exploratory Data Analysis (EDA),7,Intermediate,1214.955,2024.955
2394,Support Vector Machines in Python: SVM Concepts & Code,Start-Tech Academy,Learn Support Vector Machines in Python. Covers basic SVM models to Kernel-based advanced SVM models of Machine Learning,6,All Levels,899.955,1034.955
3567,RxJS Operators,Daniel Stern,Master RxJS Operators from Buffer to Zip and Confidently Build Web Applications!,4,All Levels,1214.955,3239.955
1858,The SQL MicroDegree 2022: From SQL Basics To MySQL Mastery,Abhishek Pughazh,Complete MySQL Beginner Course To Teach You Everything You Need To Know About SQL Programming.,4,All Levels,1214.955,3239.955
2167,Advanced AI For Games with Goal-Oriented Action Planning,"Penny de Byl, Penny @Holistic3D.com","Artificial Intelligence for Creating Complex Game Character Behaviours for Simulations, Real-Time Strategy Games & More",8,Intermediate,899.955,1034.955
2003,,,,0,,0,0
1103,The Complete iOS 16 / iOS 15 Developer Course - and SwiftUI!,"Codestars • over 2 million students worldwide!, Atil Samancioglu","Learn iOS development with Swift and Xcode. Build apps, games (Instagram, Foursquare etc) + also discover SwiftUI!",44,All Levels,1214.955,6299.955
3418,Build a Weather App With Python and Django,John Elder,Learn API Driven Web Development With Django and Python!,2,Beginner,1034.955,5399.955
841,Python Django - Complete Course,Dennis Ivy,Learn to build awesome websites with Python & Django!,18,All Levels,1214.955,3059.955
967,Build Enterprise Applications with Angular 2 (and Angular 4),Mosh Hamedani,"Firebase, Authentication, Ionic, Integration with ASP.NET Core, Performance Optimization, Redux and Unit Testing",9,Intermediate,1214.955,5849.955
3876,Selenium Automation testing from scratch,Hema Prasad GH,In these selenium tutorials we will discuss how to use selenium to automate an application in detail,14,All Levels,899.955,1034.955
1655,Python for Beginners: Complete Python Programming,Phaninder - Python Programming,Python: Learn to code with Python programming language. Start coding in Python. Python Programming for Beginners. Python,3,Beginner,1034.955,3689.955
504,Introduction to Continuous Integration & Continuous Delivery,"Tim Buchalka, Tim Buchalka's Learn Programming Academy, Eduardo Rosas","Find out why CI and CD, coupled with DevOps will give you a competitive advantage over developers without this knowledge",2,All Levels,1214.955,2789.955
4074,Element Locators: 60 Minutes Crash Course for CSS & Xpath,Testing World,Learn basic to advance level techniques of CSS and Xpath | Selenium | Katalon | Appium | Jmeter | Watir,1,Intermediate,899.955,1034.955
4484,Build 75 Powerful Data Science & Machine Learning Projects,Pianalytix .,"Build & Deploy Data Science, Machine Learning, Deep Learning (Python, Flask, Django, AWS, Azure, GCP, Heruko Cloud)",73,All Levels,899.955,1034.955
198,Ethereum Blockchain Developer Bootcamp With Solidity (2022),"Ravinder Deol, Thomas Wiesner, Haseeb Chaudhry","Become An Ethereum Blockchain Developer With One Course. Master Solidity, Web3.JS, Truffle, Metamask, Remix & More!",23,All Levels,1439.955,7199.955
1413,3D Programming with JavaScript and the Three.js 3D Library,"Tim Buchalka's Learn Programming Academy, Shay Tavor","Create 3D computer graphics, using webgl in a cross-browser environment. Learn about 3D Graphical space, and 3D Depth.",5,Beginner,1214.955,2159.955
699,Learn Socket Programming in C from Scratch,"Eduonix Learning Solutions, Eduonix-Tech ., Eduonix Support",Master the socket programming concepts and start building networked applications in C programming language,1,Intermediate,899.955,1034.955
232,Go Java Full Stack with Spring Boot and Angular,in28Minutes Official,Become a Full Stack Java Developer. Build Your First Java Full Stack Application with Angular and Spring Boot.,11,All Levels,1439.955,6299.955
3212,C# Introduction,Intellezy Trainers,Learn the fundamentals of programming in this Microsoft language,9,Beginner,1214.955,2384.955
1845,Bootstrap 3 Introduction : Create RESPONSIVE Websites Fast,"Edwin Diaz, Coding Faculty Solutions","Bootstrap 3: Learn bootstrap basic features, classes, grids, javascript. Create responsive websites quickly.",2,All Levels,1214.955,2159.955
3500,Android P& Kotlin -Complete Android App Development Bootcamp,Bita Mirshafiee,Learn Android Development  from beginning to End Using Android Studio 3 and Android P,26,All Levels,1214.955,5849.955
1234,How to Make Tile Based Platform Games in Gamemaker Studio 2,Peter Morgan,"Learn the basics to build fun and creative platform games, including tricks to add polished and professional features.",11,All Levels,1214.955,3824.955
1551,Java Object Oriented Programming:OOPS OOAD & Design Patterns,Basics Strong,"Master Object Oriented in Java, SOLID Design principles, Design Patterns, OOPs philosophy with best practices - 2/e 2019",11,Intermediate,899.955,1034.955
4974,Java - A 3-Step Process to Master Java in 7 days for Newbies,"Dr. Chris Mall • 30,000+ Students Worldwide",Master Java Coding! This course requires no previous programming or Java experience.,6,All Levels,5849.955,0
3221,Flutter & Dart Bootcamp-Getting Started Complete Guide 2022,Divine Coding,Learn Google Flutter With Dart ! Start from basics and go all the way to creating your own Awesome Apps With Flutter,2,All Levels,899.955,1034.955
